lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
3,106.0,0,9,23,3,1,0,2017,2,1
86,87.5,0,9,24,3,2,0,2017,1,1
85,157.25,0,3,24,4,3,2,2018,2,0
4,95.0,1,9,28,2,2,1,2017,1,1
118,58.9,1,8,26,4,4,0,2017,2,0
146,100.3,0,6,1,4,4,0,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,1
6,106.0,0,7,20,3,1,0,2018,1,1
55,104.0,0,4,6,3,1,0,2018,2,1
51,75.95,1,3,7,4,3,1,2018,2,1
80,130.2,1,4,28,4,3,0,2018,2,1
219,74.0,0,9,4,3,3,2,2017,1,1
33,65.0,0,9,28,1,2,0,2018,1,1
160,102.3,0,7,17,4,1,2,2018,2,0
68,133.2,2,4,24,4,0,2,2018,3,1
48,80.0,0,9,11,3,1,0,2017,1,1
0,92.0,0,8,8,4,0,1,2018,2,1
94,80.75,1,3,28,3,4,1,2018,2,1
65,73.95,2,3,3,4,3,2,2018,2,1
263,110.0,0,10,21,3,2,0,2018,2,0
57,105.25,0,4,22,4,5,2,2018,2,1
98,108.0,3,10,9,4,1,2,2018,2,1
70,126.9,0,6,9,4,3,0,2018,2,1
0,79.0,0,1,12,4,1,0,2018,2,1
273,109.0,0,7,17,3,2,0,2017,2,0
87,139.95,1,7,27,4,4,0,2018,3,1
273,87.0,0,7,17,3,2,0,2017,1,1
276,95.0,0,9,22,3,3,0,2018,2,0
50,127.8,2,10,4,4,2,0,2018,2,1
19,69.0,0,12,5,4,1,2,2017,2,1
77,129.6,0,7,7,4,3,1,2018,2,0
11,90.0,0,6,14,2,3,0,2018,1,1
227,92.29,0,8,30,4,5,2,2018,2,0
5,84.0,1,12,8,4,1,0,2017,2,1
87,159.3,1,8,8,4,2,1,2018,3,1
102,82.45,0,8,13,3,3,2,2018,2,1
39,87.0,0,8,14,3,2,0,2017,1,1
1,154.0,1,10,2,4,1,2,2018,1,1
107,156.6,1,12,3,4,1,2,2018,2,0
77,125.1,0,5,1,4,0,2,2018,2,1
19,101.27,1,4,4,4,2,1,2018,2,1
230,137.0,0,9,6,3,5,0,2018,2,0
45,117.45,0,9,5,4,1,1,2018,2,1
26,171.0,0,2,8,4,1,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
42,94.5,0,4,20,3,2,0,2018,2,1
20,67.0,0,12,4,2,0,2,2018,1,1
237,80.75,0,8,10,4,4,0,2018,2,0
100,91.5,0,4,27,4,3,0,2018,2,0
34,94.95,1,9,13,4,4,2,2017,2,1
41,114.04,0,3,28,4,4,1,2018,2,1
13,124.52,1,11,3,4,8,4,2018,2,1
112,100.0,0,6,2,3,2,0,2018,2,1
10,140.0,1,4,22,4,2,0,2018,2,1
9,0.0,1,10,10,1,0,1,2018,2,1
89,63.75,1,11,17,4,3,0,2017,1,1
156,116.1,0,9,25,4,1,2,2018,2,0
7,130.0,2,8,20,4,1,0,2018,2,1
52,108.0,1,10,2,4,0,2,2018,1,0
164,100.0,0,10,2,3,2,0,2017,1,1
180,122.25,1,7,31,4,4,2,2018,2,0
83,75.0,0,12,18,3,0,2,2018,2,1
349,80.0,0,10,4,3,5,1,2018,1,0
73,76.5,0,4,3,4,1,2,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
12,155.0,1,9,9,4,2,0,2017,2,1
35,89.28,3,10,16,3,2,0,2017,2,1
198,116.1,3,9,15,4,1,0,2018,2,1
346,115.0,1,9,13,3,2,0,2018,2,0
161,130.0,0,3,25,4,2,1,2018,2,0
12,67.0,0,10,12,2,1,0,2018,1,1
44,98.8,2,11,22,4,2,0,2018,2,1
34,103.5,1,10,12,4,2,1,2017,2,1
183,123.3,0,10,28,4,2,2,2018,3,0
0,143.0,1,6,28,4,1,0,2018,1,1
23,140.0,0,10,21,4,2,0,2018,2,0
0,95.0,0,9,16,3,2,0,2018,2,1
292,115.0,0,7,21,3,2,0,2018,2,0
6,110.0,0,5,3,2,1,0,2018,1,1
121,79.2,1,12,15,4,2,0,2018,2,0
208,116.1,0,9,11,4,1,2,2018,2,0
32,81.9,1,3,15,4,3,0,2018,2,1
35,89.3,1,2,11,4,3,0,2018,2,1
46,125.1,2,8,17,4,1,0,2018,2,1
8,125.0,1,3,18,4,2,0,2018,2,1
106,84.58,1,7,13,3,4,0,2018,2,1
28,147.0,2,6,21,4,1,0,2018,3,1
189,109.8,0,10,28,4,2,1,2018,2,0
21,135.0,0,3,31,4,4,2,2018,1,0
386,90.0,0,10,23,3,0,2,2018,1,0
245,75.0,0,6,17,4,2,0,2018,2,0
102,109.0,0,10,16,3,2,0,2017,2,1
32,70.0,0,10,30,3,2,1,2017,2,1
14,114.0,1,9,15,4,3,0,2017,1,1
132,62.0,0,2,7,3,1,2,2018,2,1
30,150.3,1,1,15,4,2,0,2018,2,1
16,111.35,2,5,29,4,2,2,2018,2,1
4,117.0,0,11,2,4,2,1,2017,1,1
38,168.3,1,3,25,4,2,0,2018,3,1
3,89.0,1,4,24,4,0,1,2018,2,1
140,116.45,1,7,4,4,5,1,2018,2,0
12,71.0,0,1,19,3,2,0,2018,1,1
7,99.0,1,3,9,4,4,0,2018,1,1
105,61.09,1,12,26,4,3,1,2018,2,1
36,112.0,0,10,13,3,3,0,2017,2,1
12,85.0,1,9,11,3,0,1,2018,1,1
3,120.0,0,10,16,4,0,2,2018,2,1
1,133.0,1,8,2,4,2,0,2018,2,1
80,135.9,0,9,25,4,2,2,2018,2,1
14,85.0,1,2,16,4,1,0,2018,1,1
48,97.2,2,11,4,4,2,0,2018,2,1
82,89.25,1,9,19,4,4,2,2017,2,1
267,95.0,0,9,30,3,2,1,2018,2,0
59,79.2,0,11,23,4,3,0,2018,2,0
145,94.5,0,8,29,3,1,2,2017,2,1
204,126.9,1,9,8,4,3,0,2018,2,0
70,79.2,2,12,8,4,1,0,2018,2,1
249,117.9,2,9,21,4,1,0,2018,2,0
23,68.0,0,3,17,3,4,2,2018,2,1
12,65.0,0,8,5,2,3,0,2017,2,1
290,90.95,2,10,24,4,4,1,2018,2,1
45,112.5,1,3,19,4,1,2,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,1
50,68.0,0,12,8,3,3,1,2018,2,1
19,100.73,0,5,30,4,3,1,2018,2,1
38,159.6,0,8,22,4,6,3,2018,3,1
224,102.25,0,8,8,3,2,1,2018,2,0
9,176.42,2,8,25,4,3,2,2018,1,1
35,71.1,1,3,16,4,2,0,2018,2,1
0,75.0,0,7,27,3,2,1,2017,2,1
181,162.15,2,8,23,4,5,0,2018,2,0
18,68.07,0,12,18,4,2,2,2018,2,1
36,68.07,1,12,10,4,6,2,2018,2,1
63,105.3,1,7,23,4,3,2,2018,2,1
45,80.75,0,5,30,3,3,1,2018,2,1
386,115.0,1,10,23,3,0,2,2018,2,0
297,106.0,0,12,19,2,2,1,2018,1,1
14,138.05,3,8,13,4,1,1,2018,0,1
18,111.0,0,6,14,4,1,0,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
67,90.95,1,4,22,3,2,0,2018,2,1
49,160.65,0,6,22,4,2,0,2018,2,0
51,103.7,2,12,6,4,4,0,2018,2,1
116,76.0,0,2,28,3,2,2,2018,1,1
276,95.67,0,9,22,3,3,0,2018,1,1
53,67.5,1,12,25,4,1,0,2017,2,1
141,90.0,0,11,25,4,2,0,2018,2,1
32,88.0,1,12,10,4,1,2,2018,2,1
39,223.76,1,8,13,4,1,0,2018,2,1
67,64.67,1,12,20,4,5,0,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
18,88.8,0,5,9,3,1,1,2018,1,1
124,130.05,2,7,17,4,2,2,2018,3,1
119,99.3,1,4,29,4,2,1,2018,2,1
11,76.29,0,12,2,4,2,2,2018,2,1
4,65.0,0,12,8,2,2,0,2017,1,1
65,139.5,0,7,12,4,2,0,2018,1,1
36,102.6,2,10,13,4,1,0,2018,1,1
88,96.0,0,5,3,3,3,0,2018,1,1
72,96.3,1,4,2,4,1,1,2018,2,1
44,93.6,1,6,1,4,2,0,2018,2,1
14,98.67,1,10,30,3,2,1,2017,2,1
30,126.9,1,5,21,4,1,0,2018,2,1
154,78.99,2,10,31,4,0,1,2018,2,1
361,91.0,0,11,4,4,1,0,2018,1,0
63,140.4,0,5,10,4,3,0,2018,2,0
126,100.73,1,7,25,4,2,1,2018,3,1
7,67.0,0,11,9,2,1,0,2018,1,1
3,31.0,1,2,26,2,1,0,2018,1,1
72,79.2,2,12,27,4,1,0,2018,2,1
1,146.0,0,9,29,2,3,0,2018,2,1
59,75.0,1,11,14,3,2,1,2018,2,1
39,101.5,0,8,14,3,2,0,2017,2,1
36,99.0,2,9,1,4,2,0,2018,2,1
42,81.9,0,3,11,4,2,0,2018,2,1
10,85.0,0,9,3,3,3,1,2017,2,1
320,115.0,1,8,18,3,2,0,2018,2,0
28,104.5,2,8,30,4,4,0,2018,2,1
248,90.95,1,8,14,4,5,2,2018,2,1
1,65.0,1,4,5,2,2,0,2018,1,1
52,103.7,3,12,4,4,2,2,2018,2,1
8,79.0,0,12,9,2,1,0,2017,1,1
156,68.0,1,7,16,3,2,2,2018,1,1
250,95.0,0,9,26,3,3,1,2018,2,0
122,116.1,2,6,16,4,3,0,2018,2,1
304,89.0,0,11,3,3,3,0,2018,2,0
114,75.0,0,7,1,3,2,1,2018,1,0
30,76.08,1,11,17,4,3,0,2018,2,1
103,135.0,1,10,18,4,3,0,2018,2,1
14,117.3,0,11,6,4,2,2,2018,1,1
26,133.0,0,10,2,4,1,2,2018,2,1
1,138.0,1,5,6,4,2,0,2018,2,1
82,90.95,0,5,21,3,3,2,2018,2,1
35,82.45,1,1,29,4,2,1,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,1
90,129.02,1,4,23,4,3,2,2018,2,1
22,125.1,1,10,2,4,0,2,2018,1,1
267,95.0,0,9,30,3,2,1,2018,2,0
6,81.0,0,2,5,4,2,0,2018,2,1
41,140.4,0,3,25,4,2,0,2018,2,0
213,130.0,0,6,7,4,3,0,2018,2,0
136,154.8,1,9,30,4,2,1,2018,3,0
165,180.2,0,8,19,4,3,2,2018,3,0
83,112.59,2,9,28,4,1,0,2018,2,1
207,112.5,0,8,17,4,2,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
15,97.0,0,12,23,4,1,0,2017,2,1
4,80.0,0,8,29,3,1,1,2018,1,1
336,78.0,0,9,21,3,4,1,2018,2,1
45,86.4,0,11,19,4,1,1,2018,1,0
108,103.5,0,7,9,4,1,0,2018,2,0
0,113.0,1,6,22,4,2,0,2018,2,1
3,130.0,1,6,28,4,2,0,2018,1,1
0,45.0,1,1,6,3,2,0,2018,1,1
5,65.0,0,9,22,2,1,0,2017,1,1
45,86.4,0,11,19,4,1,1,2018,1,0
54,95.19,1,1,10,4,2,2,2018,3,1
111,120.0,0,10,10,4,0,1,2018,1,0
0,109.0,0,8,14,3,2,0,2017,2,1
32,73.0,0,11,20,3,2,0,2017,1,1
17,88.0,0,11,25,4,2,0,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,0
12,71.0,0,1,19,3,2,0,2018,1,1
0,111.0,0,6,13,4,1,1,2018,2,1
105,75.0,0,4,6,3,1,0,2018,2,0
193,72.76,1,10,19,3,4,0,2018,1,1
49,69.5,0,3,5,4,1,2,2018,2,1
163,110.0,0,9,8,3,3,0,2018,2,0
53,134.45,3,11,10,4,3,1,2018,3,1
113,63.49,2,4,4,4,3,1,2018,2,1
96,84.15,1,4,10,4,3,2,2018,2,1
0,67.0,0,4,1,2,1,0,2018,1,1
110,149.4,0,9,23,4,2,0,2018,2,0
298,76.0,0,5,10,3,2,0,2018,1,1
91,136.43,1,12,27,4,4,0,2018,3,1
180,120.0,1,10,10,3,2,1,2018,1,0
130,118.8,1,10,8,4,1,1,2018,2,0
28,120.65,3,3,9,4,4,0,2018,3,1
4,151.0,1,7,15,4,1,0,2018,2,1
122,118.8,1,8,2,4,3,0,2018,2,1
116,61.0,0,2,28,3,1,2,2018,1,0
25,146.7,2,11,18,4,3,2,2018,2,1
0,129.0,2,6,19,4,0,1,2018,1,1
54,108.0,0,10,2,4,2,2,2018,2,0
29,118.0,0,12,31,3,3,0,2017,2,1
25,103.95,2,4,12,4,2,0,2018,3,1
151,80.0,0,1,19,3,3,0,2018,1,1
9,95.0,0,4,20,3,3,0,2018,2,1
146,95.0,0,4,24,3,0,2,2018,2,0
3,95.2,0,12,28,4,4,0,2018,2,1
27,105.49,0,4,20,4,2,0,2018,1,0
162,115.0,0,10,14,3,2,2,2018,1,0
335,80.0,0,10,13,3,3,0,2018,1,1
36,109.8,0,8,30,4,4,0,2018,2,0
33,197.0,2,11,7,4,2,1,2018,1,1
4,240.0,1,3,25,4,1,0,2018,2,1
0,73.0,1,11,30,2,1,0,2018,2,1
0,139.0,0,10,20,4,1,0,2017,1,1
169,106.0,0,4,22,3,2,2,2018,2,0
2,0.0,1,9,28,4,1,0,2018,2,1
37,76.5,0,3,11,4,2,2,2018,1,0
209,81.9,1,12,8,4,3,0,2018,1,1
11,68.5,1,1,22,4,1,0,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,0
104,75.0,0,12,3,3,3,0,2017,2,1
41,87.54,1,10,14,4,4,0,2017,2,1
305,89.0,0,11,4,4,2,1,2018,2,0
41,85.67,0,3,13,2,1,2,2018,2,1
31,110.7,1,6,8,4,2,0,2018,2,0
130,96.3,0,6,27,4,2,1,2018,2,1
34,96.3,0,5,8,3,1,2,2018,2,1
186,80.0,0,4,22,3,2,1,2018,2,1
38,90.2,0,3,23,4,2,0,2018,2,1
89,71.28,1,11,27,4,0,2,2018,2,0
11,139.0,2,8,8,4,3,1,2018,2,1
6,137.0,2,4,5,4,1,0,2018,3,1
60,126.0,0,12,8,4,3,0,2018,3,0
158,99.45,0,8,1,4,5,2,2018,2,0
174,70.0,0,10,10,4,1,1,2017,2,0
23,91.0,0,2,25,4,1,0,2018,2,0
130,84.15,0,4,18,4,3,1,2018,2,1
5,63.1,0,1,15,4,2,0,2018,1,1
322,80.0,0,5,19,3,3,1,2018,2,0
196,85.5,0,8,30,4,3,0,2018,2,0
57,60.98,1,11,22,4,1,0,2018,2,1
36,131.4,0,3,24,4,1,0,2018,3,0
62,109.68,1,4,25,4,3,1,2018,2,1
96,88.4,1,12,7,4,4,0,2018,2,1
25,72.76,0,10,11,3,2,2,2017,2,1
52,90.0,0,11,3,4,2,0,2018,1,0
186,121.5,0,8,2,4,2,0,2018,2,0
3,123.5,2,9,7,4,1,1,2017,1,1
161,97.75,1,7,7,4,3,1,2018,2,0
86,75.0,0,12,18,3,1,2,2018,2,1
130,89.25,1,5,22,4,2,2,2018,2,1
36,68.07,1,12,1,4,3,2,2018,2,1
104,108.0,1,10,17,4,2,1,2018,2,0
204,90.95,1,7,18,4,8,3,2018,2,1
82,125.1,0,9,10,4,1,0,2018,2,0
31,108.11,0,5,19,4,1,0,2018,1,1
62,97.2,1,11,4,4,2,0,2018,2,1
6,87.27,1,10,30,4,2,1,2017,2,1
111,72.25,0,7,13,3,3,0,2018,2,0
115,86.0,0,2,27,3,2,2,2018,2,1
80,125.1,1,9,29,4,1,0,2018,2,0
22,90.78,1,12,8,4,3,2,2018,2,1
221,90.0,0,10,17,3,1,2,2017,3,1
9,133.33,2,6,21,4,3,0,2018,2,1
239,101.58,3,10,29,4,2,2,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,0
433,70.0,0,9,8,3,3,0,2018,2,0
76,131.4,0,7,2,4,1,0,2018,2,0
10,79.0,0,3,6,4,0,1,2018,1,0
133,75.0,0,3,11,3,2,1,2018,2,0
4,90.33,0,12,25,4,2,1,2017,2,1
91,102.06,0,10,17,4,2,1,2018,1,0
36,135.9,1,8,14,4,0,2,2018,2,1
7,121.0,1,4,27,4,4,1,2018,2,1
71,120.0,0,6,14,3,3,0,2018,1,1
57,90.67,1,6,10,3,2,1,2018,2,1
8,103.0,2,11,21,4,0,1,2018,1,1
3,0.0,1,8,2,1,0,1,2017,1,1
211,77.03,0,8,23,4,3,0,2018,2,0
33,94.5,2,9,15,4,3,0,2017,2,1
301,115.0,1,7,30,3,1,1,2018,2,0
32,94.94,1,9,2,4,2,1,2018,2,1
71,90.0,0,5,10,3,3,0,2018,2,1
55,56.94,0,3,9,4,4,0,2018,2,1
71,153.0,2,10,18,4,1,0,2018,2,1
55,79.2,2,12,10,4,1,1,2018,2,1
187,134.45,2,7,11,4,5,2,2018,3,0
238,126.9,1,9,21,4,2,0,2018,2,0
8,103.69,0,8,16,4,3,0,2018,2,0
15,87.0,0,1,18,4,2,1,2018,2,1
150,90.0,1,6,16,3,3,0,2018,2,1
41,71.53,0,2,22,4,2,1,2018,2,1
25,96.0,0,12,17,4,1,2,2018,1,1
166,96.3,1,6,26,4,0,1,2018,2,1
54,75.0,0,11,12,3,1,2,2018,2,1
16,43.0,0,1,31,3,2,2,2018,1,1
41,98.67,2,10,6,4,3,0,2017,2,1
48,104.0,0,9,11,3,1,0,2017,2,1
1,77.25,1,12,19,4,1,0,2017,2,1
24,68.07,0,12,13,4,4,0,2018,2,1
68,89.53,0,6,18,4,1,2,2018,1,0
285,100.0,0,10,3,3,3,1,2018,2,0
335,80.0,0,10,13,3,3,0,2018,1,1
162,112.0,0,7,14,4,3,0,2018,2,0
105,97.12,0,3,20,4,4,2,2018,2,1
176,80.75,0,10,11,3,3,0,2018,2,1
142,116.95,1,8,8,4,4,1,2018,2,1
13,82.0,0,1,11,3,2,1,2018,2,1
1,155.0,2,10,7,4,3,0,2017,2,1
142,99.3,0,8,24,4,3,0,2018,2,1
35,67.49,0,9,14,4,5,2,2017,2,1
49,74.8,2,11,16,4,4,0,2018,2,0
109,143.1,0,5,23,4,2,1,2018,2,0
1,0.0,1,9,1,1,1,0,2017,1,1
1,109.8,0,8,18,3,4,0,2017,2,1
115,136.1,1,6,6,4,2,1,2018,2,1
88,132.3,1,10,2,4,0,2,2018,2,0
15,65.2,1,2,4,4,5,2,2018,1,1
118,116.1,0,6,2,4,3,0,2018,2,0
0,79.0,0,2,15,4,0,1,2018,2,1
59,116.1,1,5,21,4,3,2,2018,2,0
1,45.0,1,1,22,3,1,0,2018,1,1
418,107.0,0,9,26,3,2,1,2018,2,0
135,90.0,0,9,14,3,2,1,2017,2,1
28,102.85,0,6,13,4,2,1,2018,2,0
188,90.95,0,7,28,4,5,2,2018,2,0
87,97.71,0,6,9,4,3,0,2018,2,1
111,168.3,1,9,17,4,4,2,2018,3,1
60,60.27,0,7,3,4,5,2,2017,2,1
71,96.3,0,3,18,4,2,1,2018,2,1
2,94.5,0,8,1,3,1,2,2017,2,0
75,75.0,0,4,26,3,4,0,2018,2,1
33,88.0,1,12,10,4,1,0,2018,2,1
2,75.0,0,9,20,3,1,2,2017,2,1
76,120.0,0,10,10,3,0,1,2018,1,0
152,119.0,2,7,11,4,1,1,2018,2,0
100,150.3,1,8,25,4,3,1,2018,3,1
0,106.2,0,4,30,4,1,2,2018,2,1
23,1.0,0,1,2,4,1,2,2018,1,1
54,94.5,0,6,2,3,2,0,2018,2,1
0,58.0,0,12,27,3,1,2,2017,2,1
80,136.0,0,10,9,3,2,0,2017,2,1
184,107.1,2,10,27,4,3,2,2018,2,0
8,80.0,2,8,19,4,5,2,2017,1,1
280,100.0,0,9,19,3,2,1,2018,1,0
10,110.0,0,9,26,0,3,1,2018,1,1
110,72.8,0,4,20,4,2,0,2018,2,1
117,159.3,0,8,22,4,4,1,2018,3,0
210,90.95,1,8,7,4,3,2,2018,2,1
151,217.6,2,8,19,4,3,2,2018,2,0
144,96.3,1,6,27,4,2,1,2018,2,1
5,93.0,1,2,25,4,3,0,2018,2,1
9,67.5,0,1,14,4,2,0,2018,2,1
57,62.29,1,2,3,4,3,0,2018,2,1
100,108.0,0,10,16,3,1,0,2017,2,0
1,91.38,2,11,20,4,2,2,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
0,124.0,1,9,11,4,1,0,2017,2,1
93,159.17,1,9,10,4,5,2,2018,2,0
29,95.0,0,9,17,3,1,1,2018,2,1
94,58.0,0,3,12,3,2,2,2018,2,1
81,135.15,2,5,9,4,4,1,2018,2,0
1,71.7,0,1,27,4,2,0,2018,1,1
304,89.0,0,11,3,3,3,0,2018,2,0
3,65.0,0,10,19,2,0,1,2017,1,1
14,105.0,0,7,21,2,2,0,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,0
39,65.0,0,12,27,3,1,0,2018,2,1
88,70.0,0,3,1,4,1,0,2018,2,0
23,75.0,1,10,21,3,3,0,2017,2,1
25,129.0,0,5,10,4,3,0,2018,1,1
115,64.75,0,2,27,3,6,2,2018,1,0
71,126.0,1,5,10,3,3,0,2018,2,1
3,65.0,0,12,10,2,1,0,2017,1,1
1,60.0,0,2,28,3,1,2,2018,1,0
133,84.33,1,3,11,3,2,1,2018,2,1
66,108.0,1,10,20,4,2,0,2018,0,1
57,135.99,1,9,3,4,5,2,2018,2,1
43,87.97,0,2,14,4,1,2,2018,2,1
30,86.4,0,3,4,4,2,0,2018,1,1
65,177.3,1,4,12,4,3,0,2018,1,0
87,114.3,2,7,1,4,2,0,2018,2,1
93,90.3,1,4,6,4,3,0,2018,2,1
9,116.27,1,8,14,4,1,2,2018,2,1
111,96.67,0,6,1,3,3,0,2018,2,1
0,77.25,2,11,28,4,1,0,2017,2,1
14,65.0,0,4,29,3,1,0,2018,2,1
207,95.0,0,12,30,3,2,1,2018,2,1
104,108.0,1,10,9,4,0,1,2018,2,0
57,87.32,1,6,27,4,0,1,2018,2,1
69,120.0,0,6,12,4,4,2,2018,1,0
0,129.0,1,6,17,4,1,0,2018,2,1
67,132.3,2,6,26,4,0,2,2018,3,1
18,100.0,0,6,21,2,3,0,2018,2,1
243,89.2,0,9,20,4,2,2,2017,2,0
0,200.0,1,9,17,4,1,0,2017,2,0
37,134.1,1,6,17,3,2,0,2018,2,1
188,130.0,0,6,15,4,2,0,2018,1,0
43,140.4,1,5,21,4,2,2,2018,2,1
160,70.0,0,12,30,3,3,0,2017,2,1
101,90.0,2,11,18,4,2,0,2018,2,0
21,112.0,1,3,12,4,1,2,2018,2,1
265,115.0,1,6,24,3,2,0,2018,2,0
172,90.5,1,7,29,3,3,2,2018,1,1
256,115.0,1,6,15,4,2,0,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
275,62.8,0,6,4,3,1,1,2018,2,0
64,105.3,1,4,11,4,2,1,2018,2,1
114,74.8,1,11,13,4,4,2,2018,2,0
74,118.8,0,10,9,4,1,2,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
26,65.0,0,8,8,2,0,1,2018,1,1
8,78.0,1,12,17,4,1,0,2018,2,1
39,117.9,0,7,2,4,2,2,2018,2,0
18,98.6,0,5,29,4,2,2,2018,2,0
86,105.0,0,9,24,3,2,0,2017,2,1
91,118.8,1,10,8,4,2,2,2018,2,0
282,88.83,1,10,29,4,2,2,2018,2,0
301,115.0,1,7,30,3,1,1,2018,2,0
273,95.0,0,5,13,3,2,1,2018,2,0
37,83.93,1,10,28,4,2,0,2018,2,1
78,68.0,0,7,31,4,3,2,2017,1,1
0,132.44,0,5,1,4,0,2,2018,2,1
19,158.2,0,4,9,4,3,2,2018,3,0
210,72.75,0,10,8,3,3,1,2017,2,1
7,116.0,1,2,11,3,3,0,2018,2,1
179,108.9,1,10,1,4,1,2,2018,2,0
147,78.1,0,8,5,3,1,0,2018,1,1
24,80.2,0,11,27,4,1,2,2018,1,1
18,107.65,1,10,16,4,3,2,2017,2,1
8,136.0,1,10,16,4,3,2,2018,2,0
40,100.02,0,6,26,4,1,2,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
294,76.58,1,10,23,4,3,2,2018,2,1
70,95.2,0,4,23,4,2,2,2018,2,0
37,94.5,0,9,16,4,2,0,2017,2,1
133,82.45,0,8,19,4,2,1,2018,2,0
341,71.91,2,12,29,4,3,2,2018,2,0
28,109.33,0,8,29,4,2,1,2018,2,0
123,70.73,0,4,30,4,5,2,2018,2,1
3,246.25,1,11,9,4,4,0,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
12,145.0,0,7,10,4,1,2,2018,1,0
96,188.16,2,7,23,4,3,2,2018,2,1
83,112.2,0,9,30,3,1,0,2017,2,1
45,149.4,1,8,19,4,1,0,2018,2,1
4,159.0,0,10,10,2,2,1,2018,1,1
0,95.0,0,5,20,2,1,0,2018,1,1
0,66.0,0,1,19,2,1,0,2018,1,1
23,98.4,2,10,16,4,2,0,2017,2,1
1,168.5,0,7,6,4,4,0,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,1
87,58.9,1,7,10,4,7,3,2017,2,0
153,91.38,1,7,27,4,4,0,2018,2,1
57,74.8,1,12,5,4,3,1,2018,2,1
5,110.0,0,10,11,0,5,2,2018,1,1
4,0.0,0,4,30,4,0,0,2018,1,1
223,90.9,0,12,30,4,2,0,2018,1,1
148,67.0,0,12,30,3,4,1,2017,2,1
2,176.0,1,5,26,4,3,0,2018,2,1
36,135.9,1,8,14,4,0,2,2018,2,1
21,98.0,2,9,11,4,0,2,2018,2,1
1,99.0,0,6,14,4,1,0,2018,2,1
132,105.3,0,5,6,4,2,0,2018,2,1
57,75.0,0,11,11,3,2,0,2018,2,1
55,104.0,0,4,6,3,1,0,2018,2,1
11,258.0,3,5,20,4,2,0,2018,3,1
6,109.0,0,9,27,2,1,0,2018,2,1
0,90.71,1,9,7,4,4,1,2017,1,1
56,135.9,0,9,10,4,1,2,2018,2,0
100,140.0,1,9,28,3,4,0,2018,2,1
2,65.0,0,5,15,2,1,2,2018,1,1
13,66.71,0,12,5,4,2,1,2018,2,1
111,72.25,0,8,16,3,2,0,2018,2,1
335,0.0,0,10,13,4,3,0,2018,1,0
56,82.0,0,9,17,3,2,0,2017,2,1
22,72.64,1,2,26,4,2,1,2018,2,1
17,48.0,0,10,16,3,2,0,2017,2,1
1,100.0,0,2,25,4,3,0,2018,2,1
153,103.5,1,7,29,4,1,0,2018,2,0
11,119.7,1,10,4,4,3,2,2017,2,1
0,160.0,0,9,25,4,0,1,2018,2,1
180,100.08,2,10,28,3,2,1,2018,2,0
80,75.0,1,12,5,3,1,1,2018,2,1
204,123.82,3,8,15,4,10,5,2018,3,1
0,129.0,0,8,18,4,1,0,2017,2,1
39,109.0,0,8,14,3,2,0,2017,2,1
247,63.75,0,11,19,4,3,2,2018,2,0
138,110.08,1,6,5,4,2,2,2018,2,1
47,72.25,0,8,28,3,1,2,2018,2,1
11,79.5,0,11,1,3,6,2,2018,2,1
113,138.55,0,7,1,4,6,2,2018,3,0
21,93.0,1,2,13,4,4,2,2018,2,1
117,76.5,0,8,22,4,1,0,2017,2,0
64,80.1,0,10,25,4,2,0,2018,2,1
256,90.0,0,6,15,3,2,0,2018,1,1
15,111.6,1,10,20,4,4,0,2017,3,1
3,129.0,1,2,8,4,0,1,2018,1,1
59,85.0,0,10,29,3,2,0,2017,2,1
44,149.4,0,9,25,4,1,2,2018,2,0
180,90.95,1,7,13,4,4,0,2018,2,1
5,155.0,2,8,22,4,4,1,2018,2,1
259,90.0,0,5,5,4,3,0,2018,2,0
9,171.0,2,8,8,4,2,1,2018,2,1
9,149.0,0,8,17,4,2,0,2018,2,1
20,88.0,1,12,4,4,0,2,2018,2,1
4,102.0,1,12,5,4,2,2,2017,2,1
2,130.0,0,2,27,4,1,0,2018,3,1
30,98.1,0,11,30,3,2,0,2018,3,1
2,147.0,2,3,27,4,2,2,2018,3,1
21,140.0,1,8,30,4,1,0,2018,2,1
168,105.3,0,8,20,4,1,1,2018,2,0
